Entity,Code,Year,Gas Production - Mtoe (terawatt-hours)
Europe & Eurasia,,2003,10446.25735
Europe & Eurasia,,2004,10714.56005
Europe & Eurasia,,2005,10746.93433
Europe & Eurasia,,2006,10909.19979
Europe & Eurasia,,2007,10862.34368
Europe & Eurasia,,2008,11165.30027
Europe & Eurasia,,2009,9922.104965
Europe & Eurasia,,2010,10688.05216
Europe & Eurasia,,2011,10806.80632
Europe & Eurasia,,2012,10733.92487
Europe & Eurasia,,2013,10809.4187
Europe & Eurasia,,2014,10500.83271
Europe & Eurasia,,2015,10418.98911
Europe & Eurasia,,2016,10468.40097
European Union,,1970,1062.14597
European Union,,1971,1295.047357
European Union,,1972,1553.887713
European Union,,1973,1746.749342
European Union,,1974,1940.639976
European Union,,1975,2017.198979
European Union,,1976,2149.507568
European Union,,1977,2190.011789
European Union,,1978,2132.513065
European Union,,1979,2142.949248
European Union,,1980,2063.594955
European Union,,1981,2032.836421
European Union,,1982,1882.612572
European Union,,1983,1924.330433
European Union,,1984,1945.123333
European Union,,1985,1999.024997
European Union,,1986,1942.741054
European Union,,1987,1979.453958
European Union,,1988,1864.310914
European Union,,1989,1882.79052
European Union,,1990,1890.725821
European Union,,1991,2031.335967
European Union,,1992,2021.952209
European Union,,1993,2148.225929
European Union,,1994,2142.782379
European Union,,1995,2219.255228
European Union,,1996,2459.177279
European Union,,1997,2357.021777
European Union,,1998,2336.563547
European Union,,1999,2372.64208
European Union,,2000,2429.71147
European Union,,2001,2441.276365
European Union,,2002,2389.774029
European Union,,2003,2347.980738
European Union,,2004,2385.805774
European Union,,2005,2217.293681
European Union,,2006,2112.830393
European Union,,2007,1968.989551
European Union,,2008,1986.416148
European Union,,2009,1802.709609
European Union,,2010,1839.728285
European Union,,2011,1625.46925
European Union,,2012,1534.596482
European Union,,2013,1515.971655
European Union,,2014,1387.177857
European Union,,2015,1253.48413
European Union,,2016,1237.146065
Germany,DEU,1970,115.64872
Germany,DEU,1971,144.42134
Germany,DEU,1972,172.48453
Germany,DEU,1973,193.83721
Germany,DEU,1974,203.45522
Germany,DEU,1975,185.1496
Germany,DEU,1976,194.98858
Germany,DEU,1977,197.77978
Germany,DEU,1978,211.50318
Germany,DEU,1979,212.16609
Germany,DEU,1980,193.8721
Germany,DEU,1981,200.37327
Germany,DEU,1982,142.1879645
Germany,DEU,1983,151.2632308
Germany,DEU,1984,158.1664129
Germany,DEU,1985,143.5422194
Germany,DEU,1986,123.4834188
Germany,DEU,1987,147.7105103
Germany,DEU,1988,137.4656603
Germany,DEU,1989,132.6993868
Germany,DEU,1990,134.2119312
Germany,DEU,1991,153.9805343
Germany,DEU,1992,156.1877938
Germany,DEU,1993,155.4315216
Germany,DEU,1994,162.9502742
Germany,DEU,1995,168.147447
Germany,DEU,1996,182.0945131
Germany,DEU,1997,178.9990734
Germany,DEU,1998,174.9011335
Germany,DEU,1999,186.8168173
Germany,DEU,2000,176.6862876
Germany,DEU,2001,178.3659153
Germany,DEU,2002,177.8998406
Germany,DEU,2003,185.1899527
Germany,DEU,2004,171.3660007
Germany,DEU,2005,165.456525
Germany,DEU,2006,163.4515243
Germany,DEU,2007,149.7243048
Germany,DEU,2008,136.3752214
Germany,DEU,2009,127.4846263
Germany,DEU,2010,111.2599497
Germany,DEU,2011,104.6733467
Germany,DEU,2012,94.63075555
Germany,DEU,2013,86.05673951
Germany,DEU,2014,80.84197898
Germany,DEU,2015,75.25787622
Germany,DEU,2016,69.24287419
India,IND,1970,6.882083714
India,IND,1971,7.29288225
India,IND,1972,7.99940475
India,IND,1973,7.97847075
India,IND,1974,9.03040425
India,IND,1975,11.5608015
India,IND,1976,14.04409725
India,IND,1977,14.999211
India,IND,1978,16.7524335
India,IND,1979,20.8345635
India,IND,1980,12.32227575
India,IND,1981,21.51230175
India,IND,1982,28.2033315
India,IND,1983,33.557202
India,IND,1984,38.43220725
India,IND,1985,47.00991375
India,IND,1986,65.68408845
India,IND,1987,75.66364026
India,IND,1988,88.63497468
India,IND,1989,105.3818607
India,IND,1990,126.0687348
India,IND,1991,140.4024539
India,IND,1992,156.9744364
India,IND,1993,159.5016935
India,IND,1994,172.4408942
India,IND,1995,196.5928687
India,IND,1996,214.5786288
India,IND,1997,233.2932062
India,IND,1998,256.0241807
India,IND,1999,262.3369331
India,IND,2000,275.814347
India,IND,2001,276.5218115
India,IND,2002,288.774063
India,IND,2003,309.1369835
India,IND,2004,305.9926967
India,IND,2005,310.063941
India,IND,2006,306.526095
India,IND,2007,314.983431
India,IND,2008,319.630779
India,IND,2009,393.1308428
India,IND,2010,515.7787494
India,IND,2011,465.9029796
India,IND,2012,406.9348927
India,IND,2013,336.4068534
India,IND,2014,319.3589845
India,IND,2015,306.6485843
India,IND,2016,289.1888656
Indonesia,IDN,1970,12.96745
Indonesia,IDN,1971,13.11864
Indonesia,IDN,1972,12.86278
Indonesia,IDN,1973,8.3736
Indonesia,IDN,1974,11.79282
Indonesia,IDN,1975,24.38811
Indonesia,IDN,1976,24.59745
Indonesia,IDN,1977,59.24322
Indonesia,IDN,1978,113.88096
Indonesia,IDN,1979,165.16926
Indonesia,IDN,1980,193.74417
Indonesia,IDN,1981,196.46559
Indonesia,IDN,1982,199.71036
Indonesia,IDN,1983,227.86659
Indonesia,IDN,1984,307.20645
Indonesia,IDN,1985,338.0841
Indonesia,IDN,1986,351.79587
Indonesia,IDN,1987,375.86997
Indonesia,IDN,1988,410.51574
Indonesia,IDN,1989,431.86842
Indonesia,IDN,1990,459.308739
Indonesia,IDN,1991,504.3672113
Indonesia,IDN,1992,534.4984697
Indonesia,IDN,1993,555.2930689
Indonesia,IDN,1994,632.6944802
Indonesia,IDN,1995,635.5524191
Indonesia,IDN,1996,669.6691681
Indonesia,IDN,1997,687.5115128
Indonesia,IDN,1998,676.0394425
Indonesia,IDN,1999,733.0904722
Indonesia,IDN,2000,728.9200736
Indonesia,IDN,2001,707.6980765
Indonesia,IDN,2002,779.510415
Indonesia,IDN,2003,816.2903492
Indonesia,IDN,2004,780.5875052
Indonesia,IDN,2005,786.5180221
Indonesia,IDN,2006,777.5186576
Indonesia,IDN,2007,748.458858
Indonesia,IDN,2008,771.669945
Indonesia,IDN,2009,804.814922
Indonesia,IDN,2010,897.1767432
Indonesia,IDN,2011,852.6123571
Indonesia,IDN,2012,807.4498511
Indonesia,IDN,2013,800.4795894
Indonesia,IDN,2014,787.8565305
Indonesia,IDN,2015,785.4086251
Indonesia,IDN,2016,729.4827753
Iran,IRN,1970,38.73680819
Iran,IRN,1971,93.69211424
Iran,IRN,1972,126.3402298
Iran,IRN,1973,139.6131216
Iran,IRN,1974,144.8647122
Iran,IRN,1975,150.9137784
Iran,IRN,1976,153.7497991
Iran,IRN,1977,156.1284225
Iran,IRN,1978,97.80373637
Iran,IRN,1979,94.20371928
Iran,IRN,1980,50.26159282
Iran,IRN,1981,54.6128116
Iran,IRN,1982,74.79391812
Iran,IRN,1983,85.47932896
Iran,IRN,1984,99.50433934
Iran,IRN,1985,107.3456298
Iran,IRN,1986,103.1237732
Iran,IRN,1987,126.2441764
Iran,IRN,1988,137.0569444
Iran,IRN,1989,173.0666115
Iran,IRN,1990,273.9266235
Iran,IRN,1991,323.5925385
Iran,IRN,1992,342.4844268
Iran,IRN,1993,182.9997945
Iran,IRN,1994,290.698421
Iran,IRN,1995,353.1628602
Iran,IRN,1996,415.3485632
Iran,IRN,1997,436.4105747
Iran,IRN,1998,492.838695
Iran,IRN,1999,587.1275244
Iran,IRN,2000,624.3253583
Iran,IRN,2001,693.794628
Iran,IRN,2002,825.0272573
Iran,IRN,2003,865.371262
Iran,IRN,2004,1008.911618
Iran,IRN,2005,1070.665243
Iran,IRN,2006,1166.688455
Iran,IRN,2007,1307.84223
Iran,IRN,2008,1369.380863
Iran,IRN,2009,1504.229317
Iran,IRN,2010,1594.820156
Iran,IRN,2011,1673.237873
Iran,IRN,2012,1739.170553
Iran,IRN,2013,1745.734408
Iran,IRN,2014,1945.210307
Iran,IRN,2015,1982.167524
Iran,IRN,2016,2118.941658
Iraq,IRQ,1970,8.21078
Iraq,IRQ,1971,9.68779
Iraq,IRQ,1972,9.79246
Iraq,IRQ,1973,9.52497
Iraq,IRQ,1974,8.74576
Iraq,IRQ,1975,13.59547
Iraq,IRQ,1976,18.86386
Iraq,IRQ,1977,12.3278
Iraq,IRQ,1978,12.78137
Iraq,IRQ,1979,18.32888
Iraq,IRQ,1980,13.40939
Iraq,IRQ,1981,6.48954
Iraq,IRQ,1982,7.11756
Iraq,IRQ,1983,4.91949
Iraq,IRQ,1984,6.17553
Iraq,IRQ,1985,8.89695
Iraq,IRQ,1986,16.22385
Iraq,IRQ,1987,39.25125
Iraq,IRQ,1988,58.6152
Iraq,IRQ,1989,67.51215
Iraq,IRQ,1990,41.65866
Iraq,IRQ,1991,18.21258
Iraq,IRQ,1992,23.76009
Iraq,IRQ,1993,26.69085
Iraq,IRQ,1994,33.18039
Iraq,IRQ,1995,33.18039
Iraq,IRQ,1996,33.91308
Iraq,IRQ,1997,31.92435
Iraq,IRQ,1998,30.87765
Iraq,IRQ,1999,33.28506
Iraq,IRQ,2000,32.97105
Iraq,IRQ,2001,28.88892
Iraq,IRQ,2002,24.70212
Iraq,IRQ,2003,16.32852
Iraq,IRQ,2004,10.467
Iraq,IRQ,2005,15.17715
Iraq,IRQ,2006,15.17715
Iraq,IRQ,2007,15.28182
Iraq,IRQ,2008,19.67796
Iraq,IRQ,2009,12.026583
Iraq,IRQ,2010,13.638501
Iraq,IRQ,2011,9.169092
Iraq,IRQ,2012,6.761682
Iraq,IRQ,2013,12.3401186
Iraq,IRQ,2014,9.466486684
Iraq,IRQ,2015,10.48642675
Iraq,IRQ,2016,11.83907971
Italy,ITA,1970,125.8155
Italy,ITA,1971,128.202
Italy,ITA,1972,135.87325
Italy,ITA,1973,146.7525
Italy,ITA,1974,146.4845
Italy,ITA,1975,139.61825
Italy,ITA,1976,150.02875
Italy,ITA,1977,131.612
Italy,ITA,1978,131.455
Italy,ITA,1979,128.2585
Italy,ITA,1980,119.35625
Italy,ITA,1981,133.75875
Italy,ITA,1982,137.34075
Italy,ITA,1983,123.1495
Italy,ITA,1984,130.33925
Italy,ITA,1985,134.19225
Italy,ITA,1986,150.37625
Italy,ITA,1987,154.11825
Italy,ITA,1988,156.64075
Italy,ITA,1989,160.11275
Italy,ITA,1990,163.166
Italy,ITA,1991,164.11075
Italy,ITA,1992,171.35075
Italy,ITA,1993,182.3775
Italy,ITA,1994,192.42625
Italy,ITA,1995,190.112
Italy,ITA,1996,190.30875
Italy,ITA,1997,184.85885
Italy,ITA,1998,182.38166
Italy,ITA,1999,167.68134
Italy,ITA,2000,159.58686
Italy,ITA,2001,146.24725
Italy,ITA,2002,140.30432
Italy,ITA,2003,133.22165
Italy,ITA,2004,124.35959
Italy,ITA,2005,115.82317
Italy,ITA,2006,105.34454
Italy,ITA,2007,92.44975264
Italy,ITA,2008,88.1517795
Italy,ITA,2009,76.32394863
Italy,ITA,2010,80.06565047
Italy,ITA,2011,80.47827226
Italy,ITA,2012,81.95804097
Italy,ITA,2013,73.67495028
Italy,ITA,2014,68.09556247
Italy,ITA,2015,64.49687846
Italy,ITA,2016,55.0976339
Kazakhstan,KAZ,1985,45.38359615
Kazakhstan,KAZ,1986,48.44465982
Kazakhstan,KAZ,1987,52.49557832
Kazakhstan,KAZ,1988,59.34138103
Kazakhstan,KAZ,1989,55.81450333
Kazakhstan,KAZ,1990,59.17501888
Kazakhstan,KAZ,1991,60.65650196
Kazakhstan,KAZ,1992,56.88932919
Kazakhstan,KAZ,1993,51.30061424
Kazakhstan,KAZ,1994,31.72211438
Kazakhstan,KAZ,1995,39.93184191
Kazakhstan,KAZ,1996,34.53257493
Kazakhstan,KAZ,1997,56.16374349
Kazakhstan,KAZ,1998,49.33603885
Kazakhstan,KAZ,1999,65.59541039
Kazakhstan,KAZ,2000,82.2990374
Kazakhstan,KAZ,2001,83.96049604
Kazakhstan,KAZ,2002,89.57724929
Kazakhstan,KAZ,2003,107.9736886
Kazakhstan,KAZ,2004,127.250161
Kazakhstan,KAZ,2005,134.235439
Kazakhstan,KAZ,2006,139.7775261
Kazakhstan,KAZ,2007,144.6163113
Kazakhstan,KAZ,2008,167.9983579
Kazakhstan,KAZ,2009,172.9330098
Kazakhstan,KAZ,2010,184.274424
Kazakhstan,KAZ,2011,181.2950815
Kazakhstan,KAZ,2012,179.686008
Kazakhstan,KAZ,2013,193.0892771
Kazakhstan,KAZ,2014,196.1566321
Kazakhstan,KAZ,2015,199.0057768
Kazakhstan,KAZ,2016,208.5842847
Kuwait,KWT,1970,21.31779
Kuwait,KWT,1971,22.02722
Kuwait,KWT,1972,26.02794
Kuwait,KWT,1973,29.15641
Kuwait,KWT,1974,30.67994
Kuwait,KWT,1975,33.62233
Kuwait,KWT,1976,40.44914
Kuwait,KWT,1977,44.10096
Kuwait,KWT,1978,49.41587
Kuwait,KWT,1979,65.43038
Kuwait,KWT,1980,42.61232
Kuwait,KWT,1981,49.03208
Kuwait,KWT,1982,38.47204
Kuwait,KWT,1983,42.24016
Kuwait,KWT,1984,45.79894
Kuwait,KWT,1985,43.9614
Kuwait,KWT,1986,59.97591
Kuwait,KWT,1987,50.03226
Kuwait,KWT,1988,71.59428
Kuwait,KWT,1989,85.41072
Kuwait,KWT,1990,43.85673
Kuwait,KWT,1991,5.2335
Kuwait,KWT,1992,27.42354
Kuwait,KWT,1993,56.73114
Kuwait,KWT,1994,62.48799
Kuwait,KWT,1995,97.1105
Kuwait,KWT,1996,97.36636
Kuwait,KWT,1997,97.02909
Kuwait,KWT,1998,99.34346
Kuwait,KWT,1999,90.43488
Kuwait,KWT,2000,100.4832
Kuwait,KWT,2001,99.4365
Kuwait,KWT,2002,91.16757
Kuwait,KWT,2003,104.67
Kuwait,KWT,2004,114.0903
Kuwait,KWT,2005,128.7441
Kuwait,KWT,2006,129.89547
Kuwait,KWT,2007,117.85842
Kuwait,KWT,2008,132.9309
Kuwait,KWT,2009,120.255363
Kuwait,KWT,2010,122.809311
Kuwait,KWT,2011,141.649911
Kuwait,KWT,2012,162.395505
Kuwait,KWT,2013,170.729315
Kuwait,KWT,2014,157.3061991
Kuwait,KWT,2015,176.986503
Kuwait,KWT,2016,179.2273353
Libya,LBY,1970,3.077298
Libya,LBY,1971,7.410636
Libya,LBY,1972,29.642544
Libya,LBY,1973,47.425977
Libya,LBY,1974,42.653025
Libya,LBY,1975,48.514545
Libya,LBY,1976,50.021793
Libya,LBY,1977,52.868817
Libya,LBY,1978,53.601507
Libya,LBY,1979,71.018595
Libya,LBY,1980,54.11439
Libya,LBY,1981,32.97105
Libya,LBY,1982,35.06445
Libya,LBY,1983,38.83257
Libya,LBY,1984,48.1482
Libya,LBY,1985,54.4284
Libya,LBY,1986,58.6152
Libya,LBY,1987,52.335
Libya,LBY,1988,57.5685
Libya,LBY,1989,71.1756
Libya,LBY,1990,64.8954
Libya,LBY,1991,68.45418
Libya,LBY,1992,70.86159
Libya,LBY,1993,66.57012
Libya,LBY,1994,66.88413
Libya,LBY,1995,66.36078
Libya,LBY,1996,67.19814
Libya,LBY,1997,68.76819
Libya,LBY,1998,66.57012
Libya,LBY,1999,54.4284
Libya,LBY,2000,61.54596
Libya,LBY,2001,64.68606
Libya,LBY,2002,61.7553
Libya,LBY,2003,57.5685
Libya,LBY,2004,84.36402
Libya,LBY,2005,118.2771
Libya,LBY,2006,138.112065
Libya,LBY,2007,159.93576
Libya,LBY,2008,166.4253
Libya,LBY,2009,166.4253
Libya,LBY,2010,175.992138
Libya,LBY,2011,82.218285
Libya,LBY,2012,115.9
Libya,LBY,2013,121.6
Libya,LBY,2014,118.275
Libya,LBY,2015,123.5132353
Libya,LBY,2016,105.6094535
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0.82874915
Malaysia,MYS,1972,1.160509398
Malaysia,MYS,1973,1.160509398
Malaysia,MYS,1974,2.419262547
Malaysia,MYS,1975,2.916263083
Malaysia,MYS,1976,3.471767802
Malaysia,MYS,1977,3.176757349
Malaysia,MYS,1978,23.65559453
Malaysia,MYS,1979,29.35411599
Malaysia,MYS,1980,26.10935
Malaysia,MYS,1981,21.99233
Malaysia,MYS,1982,27.66777
Malaysia,MYS,1983,66.72131
Malaysia,MYS,1984,101.35545
Malaysia,MYS,1985,111.98527
Malaysia,MYS,1986,150.6085
Malaysia,MYS,1987,162.84326
Malaysia,MYS,1988,168.11165
Malaysia,MYS,1989,181.95135
Malaysia,MYS,1990,180.11381
Malaysia,MYS,1991,213.8757
Malaysia,MYS,1992,221.67943
Malaysia,MYS,1993,241.24109
Malaysia,MYS,1994,248.17257
Malaysia,MYS,1995,281.02732
Malaysia,MYS,1996,356.99448
Malaysia,MYS,1997,406.52665
Malaysia,MYS,1998,407.93388
Malaysia,MYS,1999,414.78395
Malaysia,MYS,2000,488.04132
Malaysia,MYS,2001,481.70297
Malaysia,MYS,2002,496.8336
Malaysia,MYS,2003,519.98893
Malaysia,MYS,2004,593.22304
Malaysia,MYS,2005,668.8468778
Malaysia,MYS,2006,656.3594104
Malaysia,MYS,2007,644.1073267
Malaysia,MYS,2008,667.4131695
Malaysia,MYS,2009,639.3229134
Malaysia,MYS,2010,588.3573475
Malaysia,MYS,2011,650.9000944
Malaysia,MYS,2012,644.18462
Malaysia,MYS,2013,704.0574335
Malaysia,MYS,2014,715.5276396
Malaysia,MYS,2015,745.5966038
Malaysia,MYS,2016,772.9181809
Mexico,MEX,1970,117.7263889
Mexico,MEX,1971,116.5341667
Mexico,MEX,1972,121.4036111
Mexico,MEX,1973,132.0036111
Mexico,MEX,1974,138.4375
Mexico,MEX,1975,140.5947222
Mexico,MEX,1976,138.1436111
Mexico,MEX,1977,146.3788889
Mexico,MEX,1978,183.2583333
Mexico,MEX,1979,222.6141667
Mexico,MEX,1980,269.0794444
Mexico,MEX,1981,289.6741667
Mexico,MEX,1982,309.5791667
Mexico,MEX,1983,311.7241667
Mexico,MEX,1984,306.6661111
Mexico,MEX,1985,297.9472222
Mexico,MEX,1986,264.9208333
Mexico,MEX,1987,269.2486111
Mexico,MEX,1988,272.8163889
Mexico,MEX,1989,261.8516667
Mexico,MEX,1990,283.8641667
Mexico,MEX,1991,287.8330556
Mexico,MEX,1992,278.6880556
Mexico,MEX,1993,298.4111111
Mexico,MEX,1994,317.9194444
Mexico,MEX,1995,313.9277778
Mexico,MEX,1996,342.2555556
Mexico,MEX,1997,361.7583333
Mexico,MEX,1998,391.7861111
Mexico,MEX,1999,393.3638889
Mexico,MEX,2000,401.0973703
Mexico,MEX,2001,402.5349647
Mexico,MEX,2002,415.9144339
Mexico,MEX,2003,435.6506142
Mexico,MEX,2004,453.9028917
Mexico,MEX,2005,546.6760219
Mexico,MEX,2006,599.7809725
Mexico,MEX,2007,560.5085992
Mexico,MEX,2008,558.7337433
Mexico,MEX,2009,620.4133256
Mexico,MEX,2010,602.5045333
Mexico,MEX,2011,609.7111275
Mexico,MEX,2012,598.6334119
Mexico,MEX,2013,609.0511053
Mexico,MEX,2014,597.2914708
Mexico,MEX,2015,565.8354208
Mexico,MEX,2016,493.8168792
Middle East,,1970,112.3387866
Middle East,,1971,176.2404993
Middle East,,1972,218.4705749
Middle East,,1973,249.1752948
Middle East,,1974,261.2770219
Middle East,,1975,287.2294082
Middle East,,1976,299.1706873
Middle East,,1977,338.3933966
Middle East,,1978,327.0218585
Middle East,,1979,398.5708456
Middle East,,1980,370.4124954
Middle East,,1981,400.642551
Middle East,,1982,446.976227
Middle East,,1983,451.2234422
Middle East,,1984,577.9455118
Middle East,,1985,625.090867
Middle East,,1986,748.5161655
Middle East,,1987,818.6832832
Middle East,,1988,910.551742
Middle East,,1989,1021.862501
Middle East,,1990,1099.715424
Middle East,,1991,1157.482487
Middle East,,1992,1285.148601
Middle East,,1993,1197.788416
Middle East,,1994,1392.753371
Middle East,,1995,1560.16881
Middle East,,1996,1674.994937
Middle East,,1997,1797.744432
Middle East,,1998,1919.723781
Middle East,,1999,2047.958637
Middle East,,2000,2204.73902
Middle East,,2001,2462.010351
Middle East,,2002,2644.798929
Middle East,,2003,2784.560662
Middle East,,2004,3099.725169
Middle East,,2005,3360.856863
Middle East,,2006,3596.1389
Middle East,,2007,3892.202359
Middle East,,2008,4193.760038
Middle East,,2009,4419.364472
Middle East,,2010,5185.128808
Middle East,,2011,5535.295918
Middle East,,2012,5805.611224
Middle East,,2013,6146.127573
Middle East,,2014,6307.536584
Middle East,,2015,6446.132632
Middle East,,2016,6675.876627
Myanmar,MMR,1970,0.0785025
Myanmar,MMR,1971,0.1517715
Myanmar,MMR,1972,0.1622385
Myanmar,MMR,1973,0.19625625
Myanmar,MMR,1974,1.75583925
Myanmar,MMR,1975,1.88406
Myanmar,MMR,1976,2.61675
Myanmar,MMR,1977,2.40741
Myanmar,MMR,1978,2.82609
Myanmar,MMR,1979,2.82609
Myanmar,MMR,1980,3.66345
Myanmar,MMR,1981,4.39614
Myanmar,MMR,1982,4.71015
Myanmar,MMR,1983,6.2802
Myanmar,MMR,1984,6.69888
Myanmar,MMR,1985,9.62964
Myanmar,MMR,1986,11.19969
Myanmar,MMR,1987,12.45573
Myanmar,MMR,1988,10.88568
Myanmar,MMR,1989,11.40903
Myanmar,MMR,1990,8.89695
Myanmar,MMR,1991,9.00162
Myanmar,MMR,1992,9.10629
Myanmar,MMR,1993,11.5137
Myanmar,MMR,1994,14.96781
Myanmar,MMR,1995,17.16588
Myanmar,MMR,1996,16.7472
Myanmar,MMR,1997,15.80517
Myanmar,MMR,1998,18.42192
Myanmar,MMR,1999,18.00324
Myanmar,MMR,2000,35.5878
Myanmar,MMR,2001,73.269
Myanmar,MMR,2002,87.9228
Myanmar,MMR,2003,100.4832
Myanmar,MMR,2004,106.7634
Myanmar,MMR,2005,127.6974
Myanmar,MMR,2006,131.8842
Myanmar,MMR,2007,141.51384
Myanmar,MMR,2008,129.7908
Myanmar,MMR,2009,120.9417614
Myanmar,MMR,2010,130.0558298
Myanmar,MMR,2011,133.7008644
Myanmar,MMR,2012,133.2862113
Myanmar,MMR,2013,137.0132103
Myanmar,MMR,2014,176.2418206
Myanmar,MMR,2015,204.7236934
Myanmar,MMR,2016,197.374325
Netherlands,NLD,1970,279.1666667
Netherlands,NLD,1971,385.8333333
Netherlands,NLD,1972,514.4444444
Netherlands,NLD,1973,625.5555556
Netherlands,NLD,1974,741.6666667
Netherlands,NLD,1975,803.3333333
Netherlands,NLD,1976,858.3333333
Netherlands,NLD,1977,861.1111111
Netherlands,NLD,1978,788.3333333
Netherlands,NLD,1979,826.6666667
Netherlands,NLD,1980,799.4444444
Netherlands,NLD,1981,742.2222222
Netherlands,NLD,1982,634.7222222
Netherlands,NLD,1983,675.8333333
Netherlands,NLD,1984,684.1666667
Netherlands,NLD,1985,716.3888889
Netherlands,NLD,1986,655
Netherlands,NLD,1987,656.1111111
Netherlands,NLD,1988,579.1666667
Netherlands,NLD,1989,633.0555556
Netherlands,NLD,1990,638.8888889
Netherlands,NLD,1991,721.6666667
Netherlands,NLD,1992,726.6666667
Netherlands,NLD,1993,741.1111111
Netherlands,NLD,1994,700
Netherlands,NLD,1995,707.7777778
Netherlands,NLD,1996,801.1111111
Netherlands,NLD,1997,709.4444444
Netherlands,NLD,1998,676.6666667
Netherlands,NLD,1999,629.4444444
Netherlands,NLD,2000,606.9444444
Netherlands,NLD,2001,651.6666667
Netherlands,NLD,2002,630.5555556
Netherlands,NLD,2003,607.2222222
Netherlands,NLD,2004,716.1111111
Netherlands,NLD,2005,654.1666667
Netherlands,NLD,2006,644.1666667
Netherlands,NLD,2007,633.0555556
Netherlands,NLD,2008,696.3888889
Netherlands,NLD,2009,656.1111111
Netherlands,NLD,2010,737.7777778
Netherlands,NLD,2011,671.3888889
Netherlands,NLD,2012,667.7777778
Netherlands,NLD,2013,718.3333333
Netherlands,NLD,2014,606.1111111
Netherlands,NLD,2015,453.6111111
Netherlands,NLD,2016,420.2777778
Nigeria,NGA,1970,1.163
Nigeria,NGA,1971,2.15155
Nigeria,NGA,1972,2.88424
Nigeria,NGA,1973,4.4194
Nigeria,NGA,1974,4.12865
Nigeria,NGA,1975,3.69834
Nigeria,NGA,1976,6.8617
Nigeria,NGA,1977,9.03651
Nigeria,NGA,1978,10.94383
Nigeria,NGA,1979,14.4212
Nigeria,NGA,1980,17.43337
Nigeria,NGA,1981,25.67904
Nigeria,NGA,1982,26.749
Nigeria,NGA,1983,30.31941
Nigeria,NGA,1984,29.16804
Nigeria,NGA,1985,27.63288
Nigeria,NGA,1986,32.22673
Nigeria,NGA,1987,31.91272
Nigeria,NGA,1988,38.36737
Nigeria,NGA,1989,44.4266
Nigeria,NGA,1990,42.29831
Nigeria,NGA,1991,41.26324
Nigeria,NGA,1992,44.6592
Nigeria,NGA,1993,50.89288
Nigeria,NGA,1994,46.48511
Nigeria,NGA,1995,50.5905
Nigeria,NGA,1996,56.90559
Nigeria,NGA,1997,54.80959089
Nigeria,NGA,1998,66.3022644
Nigeria,NGA,1999,47.79250371
Nigeria,NGA,2000,123.4496053
Nigeria,NGA,2001,168.1478641
Nigeria,NGA,2002,188.8510286
Nigeria,NGA,2003,235.7156184
Nigeria,NGA,2004,255.7678967
Nigeria,NGA,2005,262.1794233
Nigeria,NGA,2006,309.7547552
Nigeria,NGA,2007,385.710322
Nigeria,NGA,2008,378.514794
Nigeria,NGA,2009,272.1113114
Nigeria,NGA,2010,390.6336314
Nigeria,NGA,2011,424.7419323
Nigeria,NGA,2012,453.0723409
Nigeria,NGA,2013,378.7967886
Nigeria,NGA,2014,471.5194229
Nigeria,NGA,2015,524.066344
Nigeria,NGA,2016,469.7642797
Non-OECD,,1970,2582.628656
Non-OECD,,1971,2826.16583
Non-OECD,,1972,3026.87182
Non-OECD,,1973,3309.010039
Non-OECD,,1974,3628.276855
Non-OECD,,1975,4017.460698
Non-OECD,,1976,4451.943463
Non-OECD,,1977,4846.80749
Non-OECD,,1978,5240.477331
Non-OECD,,1979,5842.445175
Non-OECD,,1980,6110.884044
Non-OECD,,1981,6462.81561
Non-OECD,,1982,6969.760518
Non-OECD,,1983,7518.294383
Non-OECD,,1984,8326.978584
Non-OECD,,1985,9009.797921
Non-OECD,,1986,9716.265291
Non-OECD,,1987,10292.00075
Non-OECD,,1988,10950.20115
Non-OECD,,1989,11393.75009
Non-OECD,,1990,11819.10478
Non-OECD,,1991,11884.08272
Non-OECD,,1992,11859.33069
Non-OECD,,1993,11722.29991
Non-OECD,,1994,11615.9888
Non-OECD,,1995,11839.08592
Non-OECD,,1996,12402.52483
Non-OECD,,1997,12374.17481
Non-OECD,,1998,12822.6519
Non-OECD,,1999,13376.15596
Non-OECD,,2000,14108.23504
Non-OECD,,2001,14555.99779
Non-OECD,,2002,15191.69384
Non-OECD,,2003,16095.24393
Non-OECD,,2004,16996.78907
Non-OECD,,2005,17865.99873
Non-OECD,,2006,18793.02497
Non-OECD,,2007,19501.83608
Non-OECD,,2008,20296.73904
Non-OECD,,2009,19413.9184
Non-OECD,,2010,21470.83852
Non-OECD,,2011,22267.62557
Non-OECD,,2012,22557.18574
Non-OECD,,2013,23047.81058
Non-OECD,,2014,23218.81967
Non-OECD,,2015,23510.12304
Non-OECD,,2016,23760.02057
North America,,1970,7014.972232
North America,,1971,7242.483108
North America,,1972,7299.50784
North America,,1973,7348.328477
North America,,1974,7043.600894
North America,,1975,6602.485564
North America,,1976,6552.151298
North America,,1977,6622.155453
North America,,1978,6606.045568
North America,,1979,6885.523917
North America,,1980,6843.585831
North America,,1981,6775.377104
North America,,1982,6412.705178
North America,,1983,5864.144689
North America,,1984,6333.331807
North America,,1985,6081.40164
