Entity,Code,Year,Oil Production - Tonnes (terawatt-hours)
Equatorial Guinea,GNQ,1997,34.55861601
Equatorial Guinea,GNQ,1998,47.80608548
Equatorial Guinea,GNQ,1999,57.59769335
Equatorial Guinea,GNQ,2000,66.25600879
Equatorial Guinea,GNQ,2001,108.7990635
Equatorial Guinea,GNQ,2002,129.1141672
Equatorial Guinea,GNQ,2003,147.9590401
Equatorial Guinea,GNQ,2004,192.6125851
Equatorial Guinea,GNQ,2005,191.2874015
Equatorial Guinea,GNQ,2006,181.1358326
Equatorial Guinea,GNQ,2007,185.0141507
Equatorial Guinea,GNQ,2008,186.679861
Equatorial Guinea,GNQ,2009,164.6358326
Equatorial Guinea,GNQ,2010,146.8749423
Equatorial Guinea,GNQ,2011,135.4097937
Equatorial Guinea,GNQ,2012,147.8888738
Equatorial Guinea,GNQ,2013,144.5577363
Equatorial Guinea,GNQ,2014,152.4165384
Equatorial Guinea,GNQ,2015,157.3792708
Equatorial Guinea,GNQ,2016,152.6190489
Europe & Eurasia,,1965,3278.42722
Europe & Eurasia,,1966,3543.96338
Europe & Eurasia,,1967,3826.45608
Europe & Eurasia,,1968,4078.86197
Europe & Eurasia,,1969,4307.10072
Europe & Eurasia,,1970,4594.17564
Europe & Eurasia,,1971,4868.58294
Europe & Eurasia,,1972,5158.456683
Europe & Eurasia,,1973,5493.961901
Europe & Eurasia,,1974,5844.462872
Europe & Eurasia,,1975,6316.64596
Europe & Eurasia,,1976,6821.995935
Europe & Eurasia,,1977,7426.778388
Europe & Eurasia,,1978,7943.772772
Europe & Eurasia,,1979,8407.215038
Europe & Eurasia,,1980,8682.467462
Europe & Eurasia,,1981,8838.175647
Europe & Eurasia,,1982,9079.72001
Europe & Eurasia,,1983,9362.848988
Europe & Eurasia,,1984,9505.843639
Europe & Eurasia,,1985,9387.628069
Europe & Eurasia,,1986,9656.879684
Europe & Eurasia,,1987,9818.921973
Europe & Eurasia,,1988,9782.941972
Europe & Eurasia,,1989,9525.261142
Europe & Eurasia,,1990,9167.877598
Europe & Eurasia,,1991,8663.894547
Europe & Eurasia,,1992,8091.458894
Europe & Eurasia,,1993,7670.700924
Europe & Eurasia,,1994,7704.913554
Europe & Eurasia,,1995,7784.668113
Europe & Eurasia,,1996,7908.918935
Europe & Eurasia,,1997,8008.128506
Europe & Eurasia,,1998,7983.522287
Europe & Eurasia,,1999,8132.523612
Europe & Eurasia,,2000,8473.355436
Europe & Eurasia,,2001,8730.65448
Europe & Eurasia,,2002,9184.496706
Europe & Eurasia,,2003,9572.80381
Europe & Eurasia,,2004,9931.426859
Europe & Eurasia,,2005,9878.231069
Europe & Eurasia,,2006,9918.771642
Europe & Eurasia,,2007,10050.28846
Europe & Eurasia,,2008,9948.876688
Europe & Eurasia,,2009,10020.21728
Europe & Eurasia,,2010,9996.207682
Europe & Eurasia,,2011,9821.750736
Europe & Eurasia,,2012,9695.281438
Europe & Eurasia,,2013,9691.467474
Europe & Eurasia,,2014,9708.046764
Europe & Eurasia,,2015,9854.375539
Europe & Eurasia,,2016,10008.55158
European Union,,1965,402.07236
European Union,,1966,400.7698
European Union,,1967,404.58444
European Union,,1968,404.30532
European Union,,1969,400.25808
European Union,,1970,396.37366
European Union,,1971,385.98807
European Union,,1972,381.0770735
European Union,,1973,382.164067
European Union,,1974,388.133378
European Union,,1975,400.748807
European Union,,1976,521.2038069
European Union,,1977,816.62739
European Union,,1978,989.909002
European Union,,1979,1253.886742
European Union,,1980,1276.49939
European Union,,1981,1382.643885
European Union,,1982,1571.176666
European Union,,1983,1741.155917
European Union,,1984,1873.623962
European Union,,1985,1904.50436
European Union,,1986,1908.856806
European Union,,1987,1875.337997
European Union,,1988,1779.495307
European Union,,1989,1504.758528
European Union,,1990,1509.080059
European Union,,1991,1495.837728
European Union,,1992,1525.888902
European Union,,1993,1590.552712
European Union,,1994,1919.396055
European Union,,1995,1948.642384
European Union,,1996,1945.093681
European Union,,1997,1928.770113
European Union,,1998,1978.526342
European Union,,1999,2045.644434
European Union,,2000,1949.526538
European Union,,2001,1825.814191
European Union,,2002,1855.986141
European Union,,2003,1738.679871
European Union,,2004,1616.500463
European Union,,2005,1479.61416
European Union,,2006,1349.753472
European Union,,2007,1327.610422
European Union,,2008,1239.857627
European Union,,2009,1162.915583
European Union,,2010,1088.912429
European Union,,2011,950.4983139
European Union,,2012,849.020433
European Union,,2013,797.1417143
European Union,,2014,783.0125348
European Union,,2015,836.1339961
European Union,,2016,823.396287
Gabon,GAB,1965,14.71195
Gabon,GAB,1966,16.82861
Gabon,GAB,1967,40.06535
Gabon,GAB,1968,53.97483
Gabon,GAB,1969,58.46401
Gabon,GAB,1970,63.06949
Gabon,GAB,1971,67.39585
Gabon,GAB,1972,73.30389
Gabon,GAB,1973,88.35311
Gabon,GAB,1974,118.64926
Gabon,GAB,1975,131.59345
Gabon,GAB,1976,131.69812
Gabon,GAB,1977,131.03521
Gabon,GAB,1978,123.278
Gabon,GAB,1979,113.95074
Gabon,GAB,1980,103.44885
Gabon,GAB,1981,88.99276
Gabon,GAB,1982,90.62096
Gabon,GAB,1983,91.51647
Gabon,GAB,1984,101.5299
Gabon,GAB,1985,100.32038
Gabon,GAB,1986,96.47085
Gabon,GAB,1987,89.88827
Gabon,GAB,1988,103.41396
Gabon,GAB,1989,118.94001
Gabon,GAB,1990,156.92359
Gabon,GAB,1991,171.05404
Gabon,GAB,1992,168.07676
Gabon,GAB,1993,177.04349
Gabon,GAB,1994,195.81431
Gabon,GAB,1995,206.50228
Gabon,GAB,1996,212.2475
Gabon,GAB,1997,211.59622
Gabon,GAB,1998,195.94224
Gabon,GAB,1999,197.41925
Gabon,GAB,2000,160.713554
Gabon,GAB,2001,152.1445828
Gabon,GAB,2002,148.6603557
Gabon,GAB,2003,159.1130369
Gabon,GAB,2004,158.9666676
Gabon,GAB,2005,156.9819094
Gabon,GAB,2006,140.4957083
Gabon,GAB,2007,142.5953616
Gabon,GAB,2008,139.5026258
Gabon,GAB,2009,139.9499622
Gabon,GAB,2010,144.5954241
Gabon,GAB,2011,145.7568331
Gabon,GAB,2012,147.3207579
Gabon,GAB,2013,134.7234473
Gabon,GAB,2014,134.7234473
Gabon,GAB,2015,133.340906
Gabon,GAB,2016,132.2065216
India,IND,1965,35.14586
India,IND,1966,54.04461
India,IND,1967,65.90721
India,IND,1968,68.07039
India,IND,1969,78.18849
India,IND,1970,79.18867
India,IND,1971,83.56155
India,IND,1972,85.74799
India,IND,1973,83.71274
India,IND,1974,87.1087
India,IND,1975,96.33129
India,IND,1976,100.70417
India,IND,1977,118.45155
India,IND,1978,131.08173
India,IND,1979,149.31757
India,IND,1980,109.31037
India,IND,1981,174.15925
India,IND,1982,231.21603
India,IND,1983,294.89028
India,IND,1984,327.89622
India,IND,1985,351.24926
India,IND,1986,367.76386
India,IND,1987,356.85492
India,IND,1988,375.48618
India,IND,1989,400.64187
India,IND,1990,397.40873
India,IND,1991,374.2534
India,IND,1992,339.43318
India,IND,1993,324.18625
India,IND,1994,376.55614
India,IND,1995,426.20461
India,IND,1996,404.724
India,IND,1997,413.85355
India,IND,1998,403.50285
India,IND,1999,402.56082
India,IND,2000,397.32732
India,IND,2001,396.44344
India,IND,2002,409.86446
India,IND,2003,411.55081
India,IND,2004,422.61094
India,IND,2005,406.16612
India,IND,2006,419.20335
India,IND,2007,423.7972
India,IND,2008,439.57911
India,IND,2009,441.91674
India,IND,2010,479.975915
India,IND,2011,498.707193
India,IND,2012,494.8345426
India,IND,2013,493.9312288
India,IND,2014,484.27691
India,IND,2015,478.8286388
India,IND,2016,467.7749518
Indonesia,IDN,1965,285.3451867
Indonesia,IDN,1966,278.2996266
Indonesia,IDN,1967,299.4363071
Indonesia,IDN,1968,352.6544149
Indonesia,IDN,1969,376.9374689
Indonesia,IDN,1970,501.4090318
Indonesia,IDN,1971,523.7199723
Indonesia,IDN,1972,636.4264149
Indonesia,IDN,1973,785.5799585
Indonesia,IDN,1974,807.303769
Indonesia,IDN,1975,766.7917981
Indonesia,IDN,1976,885.3470529
Indonesia,IDN,1977,987.8129776
Indonesia,IDN,1978,954.8769409
Indonesia,IDN,1979,925.1074921
Indonesia,IDN,1980,919.1779347
Indonesia,IDN,1981,929.9591431
Indonesia,IDN,1982,774.3696894
Indonesia,IDN,1983,822.052475
Indonesia,IDN,1984,870.9994935
Indonesia,IDN,1985,771.5318944
Indonesia,IDN,1986,818.3999189
Indonesia,IDN,1987,812.0570251
Indonesia,IDN,1988,782.5797546
Indonesia,IDN,1989,833.0606903
Indonesia,IDN,1990,865.6618942
Indonesia,IDN,1991,942.0945131
Indonesia,IDN,1992,892.374054
Indonesia,IDN,1993,893.7774585
Indonesia,IDN,1994,894.8167123
Indonesia,IDN,1995,889.1665645
Indonesia,IDN,1996,892.3267519
Indonesia,IDN,1997,880.5205352
Indonesia,IDN,1998,862.952053
Indonesia,IDN,1999,797.8668013
Indonesia,IDN,2000,835.153296
Indonesia,IDN,2001,792.873839
Indonesia,IDN,2002,736.5128467
Indonesia,IDN,2003,670.4388671
Indonesia,IDN,2004,646.0476448
Indonesia,IDN,2005,624.7098149
Indonesia,IDN,2006,584.1273646
Indonesia,IDN,2007,556.3171964
Indonesia,IDN,2008,574.8375598
Indonesia,IDN,2009,562.9780846
Indonesia,IDN,2010,565.480075
Indonesia,IDN,2011,538.5467983
Indonesia,IDN,2012,518.9776128
Indonesia,IDN,2013,496.6052296
Indonesia,IDN,2014,479.4094908
Indonesia,IDN,2015,473.7319614
Indonesia,IDN,2016,499.9189499
Iran,IRN,1965,1112.550082
Iran,IRN,1966,1243.163929
Iran,IRN,1967,1517.802864
Iran,IRN,1968,1660.533956
Iran,IRN,1969,1968.537253
Iran,IRN,1970,2239.786363
Iran,IRN,1971,2659.602205
Iran,IRN,1972,2950.658291
Iran,IRN,1973,3435.235469
Iran,IRN,1974,3526.18341
Iran,IRN,1975,3133.934822
Iran,IRN,1976,3453.717008
Iran,IRN,1977,3321.852298
Iran,IRN,1978,3079.857239
Iran,IRN,1979,1866.442467
Iran,IRN,1980,862.4577956
Iran,IRN,1981,769.4381162
Iran,IRN,1982,1396.675008
Iran,IRN,1983,1428.564532
Iran,IRN,1984,1192.287152
Iran,IRN,1985,1283.38328
Iran,IRN,1986,1194.398763
Iran,IRN,1987,1357.519418
Iran,IRN,1988,1365.167102
Iran,IRN,1989,1672.842202
Iran,IRN,1990,1893.2346
Iran,IRN,1991,2027.933324
Iran,IRN,1992,2043.145109
Iran,IRN,1993,2143.338709
Iran,IRN,1994,2151.369799
Iran,IRN,1995,2156.859159
Iran,IRN,1996,2170.643648
Iran,IRN,1997,2174.375792
Iran,IRN,1998,2218.859264
Iran,IRN,1999,2071.505247
Iran,IRN,2000,2229.510418
Iran,IRN,2001,2207.602635
Iran,IRN,2002,2083.486365
Iran,IRN,2003,2350.638252
Iran,IRN,2004,2429.28281
Iran,IRN,2005,2417.731912
Iran,IRN,2006,2450.280429
Iran,IRN,2007,2481.069659
Iran,IRN,2008,2507.289154
Iran,IRN,2009,2412.29002
Iran,IRN,2010,2462.094924
Iran,IRN,2011,2473.546635
Iran,IRN,2012,2101.326506
Iran,IRN,2013,1974.346586
Iran,IRN,2014,2026.399279
Iran,IRN,2015,2112.083606
Iran,IRN,2016,2517.09691
Iraq,IRQ,1965,752.1753509
Iraq,IRQ,1966,797.4319028
Iraq,IRQ,1967,703.4815924
Iraq,IRQ,1968,863.3791822
Iraq,IRQ,1969,871.3318421
Iraq,IRQ,1970,887.372139
Iraq,IRQ,1971,970.4379622
Iraq,IRQ,1972,842.125004
Iraq,IRQ,1973,1156.047112
Iraq,IRQ,1974,1131.332028
Iraq,IRQ,1975,1299.106502
Iraq,IRQ,1976,1390.080411
Iraq,IRQ,1977,1348.989518
Iraq,IRQ,1978,1472.106566
Iraq,IRQ,1979,1996.280554
Iraq,IRQ,1980,1524.380355
Iraq,IRQ,1981,517.5839684
Iraq,IRQ,1982,564.1025559
Iraq,IRQ,1983,632.1402532
Iraq,IRQ,1984,704.0627785
Iraq,IRQ,1985,812.2263458
Iraq,IRQ,1986,1083.79755
Iraq,IRQ,1987,1363.687923
Iraq,IRQ,1988,1589.812242
Iraq,IRQ,1989,1616.187591
Iraq,IRQ,1990,1224.649516
Iraq,IRQ,1991,162.1561012
Iraq,IRQ,1992,304.0845719
Iraq,IRQ,1993,259.7210658
Iraq,IRQ,1994,288.3644531
Iraq,IRQ,1995,302.6861468
Iraq,IRQ,1996,332.231997
Iraq,IRQ,1997,664.5896482
Iraq,IRQ,1998,1211.678346
Iraq,IRQ,1999,1491.810674
Iraq,IRQ,2000,1497.892166
Iraq,IRQ,2001,1440.633981
Iraq,IRQ,2002,1208.049676
Iraq,IRQ,2003,767.8650132
Iraq,IRQ,2004,1162.372779
Iraq,IRQ,2005,1045.928103
Iraq,IRQ,2006,1139.98953
Iraq,IRQ,2007,1222.189972
Iraq,IRQ,2008,1387.678952
Iraq,IRQ,2009,1394.78131
Iraq,IRQ,2010,1412.807206
Iraq,IRQ,2011,1589.560137
Iraq,IRQ,2012,1773.554697
Iraq,IRQ,2013,1782.202917
Iraq,IRQ,2014,1864.032975
Iraq,IRQ,2015,2291.496151
Iraq,IRQ,2016,2546.266613
Italy,ITA,1965,26.49314
Italy,ITA,1966,21.5155
Italy,ITA,1967,20.03849
Italy,ITA,1968,18.92201
Italy,ITA,1969,18.50333
Italy,ITA,1970,17.46826
Italy,ITA,1971,15.73539
Italy,ITA,1972,14.0723
Italy,ITA,1973,12.85115
Italy,ITA,1974,12.83952
Italy,ITA,1975,14.36305
Italy,ITA,1976,15.03759
Italy,ITA,1977,14.49098
Italy,ITA,1978,17.31707
Italy,ITA,1979,19.96871
Italy,ITA,1980,19.85241
Italy,ITA,1981,17.29381
Italy,ITA,1982,20.50369
Italy,ITA,1983,26.06283
Italy,ITA,1984,26.43499
Italy,ITA,1985,27.72592
Italy,ITA,1986,29.74954
Italy,ITA,1987,45.76405
Italy,ITA,1988,56.25431
Italy,ITA,1989,53.54452
Italy,ITA,1990,54.28884
Italy,ITA,1991,50.38116
Italy,ITA,1992,52.34663
Italy,ITA,1993,53.9632
Italy,ITA,1994,56.92885
Italy,ITA,1995,60.89468
Italy,ITA,1996,63.40676
Italy,ITA,1997,69.17524
Italy,ITA,1998,65.38386
Italy,ITA,1999,58.32445
Italy,ITA,2000,53.33518
Italy,ITA,2001,48.00864
Italy,ITA,2002,64.32553
Italy,ITA,2003,64.7791
Italy,ITA,2004,63.60447
Italy,ITA,2005,71.07093
Italy,ITA,2006,67.09347
Italy,ITA,2007,68.157615
Italy,ITA,2008,60.893517
Italy,ITA,2009,53.1755001
Italy,ITA,2010,59.3849897
Italy,ITA,2011,61.7209915
Italy,ITA,2012,62.7686219
Italy,ITA,2013,64.6573339
Italy,ITA,2014,67.6966018
Italy,ITA,2015,64.18245428
Italy,ITA,2016,44.17181928
Kazakhstan,KAZ,1985,263.5358
Kazakhstan,KAZ,1986,270.8627
Kazakhstan,KAZ,1987,279.8178
Kazakhstan,KAZ,1988,290.2848
Kazakhstan,KAZ,1989,295.402
Kazakhstan,KAZ,1990,300.054
Kazakhstan,KAZ,1991,309.358
Kazakhstan,KAZ,1992,300.054
Kazakhstan,KAZ,1993,267.49
Kazakhstan,KAZ,1994,236.22856
Kazakhstan,KAZ,1995,239.96179
Kazakhstan,KAZ,1996,267.03643
Kazakhstan,KAZ,1997,299.80977
Kazakhstan,KAZ,1998,301.74035
Kazakhstan,KAZ,1999,350.42353
Kazakhstan,KAZ,2000,410.73671
Kazakhstan,KAZ,2001,466.25833
Kazakhstan,KAZ,2002,549.76173
Kazakhstan,KAZ,2003,598.343729
Kazakhstan,KAZ,2004,692.0012562
Kazakhstan,KAZ,2005,715.1658933
Kazakhstan,KAZ,2006,756.7132045
Kazakhstan,KAZ,2007,781.3115943
Kazakhstan,KAZ,2008,822.5590605
Kazakhstan,KAZ,2009,889.6325138
Kazakhstan,KAZ,2010,926.7770657
Kazakhstan,KAZ,2011,931.1449248
Kazakhstan,KAZ,2012,922.0193223
Kazakhstan,KAZ,2013,957.2458946
Kazakhstan,KAZ,2014,943.2989996
Kazakhstan,KAZ,2015,932.4237516
Kazakhstan,KAZ,2016,921.8582457
Kuwait,KWT,1965,1384.102139
Kuwait,KWT,1966,1460.22175
Kuwait,KWT,1967,1469.942955
Kuwait,KWT,1968,1548.280896
Kuwait,KWT,1969,1638.759621
Kuwait,KWT,1970,1765.421598
Kuwait,KWT,1971,1890.450598
Kuwait,KWT,1972,1946.271571
Kuwait,KWT,1973,1788.699102
Kuwait,KWT,1974,1510.393091
Kuwait,KWT,1975,1236.849311
Kuwait,KWT,1976,1278.262983
Kuwait,KWT,1977,1172.068318
Kuwait,KWT,1978,1265.107807
Kuwait,KWT,1979,1507.476588
Kuwait,KWT,1980,1009.875
Kuwait,KWT,1981,681.79615
Kuwait,KWT,1982,496.1857012
Kuwait,KWT,1983,639.7145295
Kuwait,KWT,1984,706.2559831
Kuwait,KWT,1985,645.3428082
Kuwait,KWT,1986,690.7674831
Kuwait,KWT,1987,606.097566
Kuwait,KWT,1988,733.2275453
Kuwait,KWT,1989,795.6162964
Kuwait,KWT,1990,544.2466646
Kuwait,KWT,1991,107.1935161
Kuwait,KWT,1992,627.5028644
Kuwait,KWT,1993,1123.248368
Kuwait,KWT,1994,1202.04427
Kuwait,KWT,1995,1219.858422
Kuwait,KWT,1996,1222.614194
Kuwait,KWT,1997,1222.478581
Kuwait,KWT,1998,1279.338007
Kuwait,KWT,1999,1192.73026
Kuwait,KWT,2000,1277.905824
Kuwait,KWT,2001,1239.70693
Kuwait,KWT,2002,1148.994461
Kuwait,KWT,2003,1344.279194
Kuwait,KWT,2004,1433.646052
Kuwait,KWT,2005,1516.36249
Kuwait,KWT,2006,1554.532173
Kuwait,KWT,2007,1510.412554
Kuwait,KWT,2008,1582.419545
Kuwait,KWT,2009,1406.569198
Kuwait,KWT,2010,1433.964327
Kuwait,KWT,2011,1637.480239
Kuwait,KWT,2012,1789.625272
Kuwait,KWT,2013,1759.935928
Kuwait,KWT,2014,1745.957829
Kuwait,KWT,2015,1723.82993
Kuwait,KWT,2016,1776.295566
Libya,LBY,1965,674.3279948
Libya,LBY,1966,833.5136198
Libya,LBY,1967,957.8773893
Libya,LBY,1968,1440.475445
Libya,LBY,1969,1717.878203
Libya,LBY,1970,1855.507441
Libya,LBY,1971,1519.857068
Libya,LBY,1972,1242.312546
Libya,LBY,1973,1216.877163
Libya,LBY,1974,855.801308
Libya,LBY,1975,831.9149607
Libya,LBY,1976,1087.312323
Libya,LBY,1977,1158.645157
Libya,LBY,1978,1112.386086
Libya,LBY,1979,1175.490601
Libya,LBY,1980,1026.78055
Libya,LBY,1981,687.5084285
Libya,LBY,1982,644.2255849
Libya,LBY,1983,631.8529843
Libya,LBY,1984,561.0721566
Libya,LBY,1985,562.7875117
Libya,LBY,1986,583.7656601
Libya,LBY,1987,550.0492603
Libya,LBY,1988,578.1598696
Libya,LBY,1989,638.3156485
Libya,LBY,1990,782.0248933
Libya,LBY,1991,789.5930133
Libya,LBY,1992,810.6005162
Libya,LBY,1993,768.9975227
Libya,LBY,1994,785.0266308
Libya,LBY,1995,789.5930133
Libya,LBY,1996,797.6568294
Libya,LBY,1997,815.1545512
Libya,LBY,1998,809.3636639
Libya,LBY,1999,778.9636313
Libya,LBY,2000,808.2687772
Libya,LBY,2001,779.8012161
Libya,LBY,2002,750.7622828
Libya,LBY,2003,811.5366374
Libya,LBY,2004,889.9973373
Libya,LBY,2005,953.5174954
Libya,LBY,2006,991.4870831
Libya,LBY,2007,992.8994141
Libya,LBY,2008,995.2972314
Libya,LBY,2009,900.4353399
Libya,LBY,2010,905.3589981
Libya,LBY,2011,261.8903277
Libya,LBY,2012,828.2754502
Libya,LBY,2013,541.3687347
Libya,LBY,2014,272.0369891
Libya,LBY,2015,235.8912479
Libya,LBY,2016,233.1049494
Malaysia,MYS,1965,0.555621728
Malaysia,MYS,1966,0.555621728
Malaysia,MYS,1967,0.555621728
Malaysia,MYS,1968,2.228575916
Malaysia,MYS,1969,5.00059555
Malaysia,MYS,1970,10.0011911
Malaysia,MYS,1971,38.33789921
Malaysia,MYS,1972,51.81439005
Malaysia,MYS,1973,50.56157723
Malaysia,MYS,1974,45.00535995
Malaysia,MYS,1975,54.45092932
Malaysia,MYS,1976,93.0430445
Malaysia,MYS,1977,101.6787762
Malaysia,MYS,1978,120.0142932
Malaysia,MYS,1979,156.6853272
Malaysia,MYS,1980,153.7717382
Malaysia,MYS,1981,143.9060275
Malaysia,MYS,1982,168.9090052
Malaysia,MYS,1983,213.9143652
Malaysia,MYS,1984,248.4862147
Malaysia,MYS,1985,247.2516688
Malaysia,MYS,1986,277.8108639
Malaysia,MYS,1987,274.4771335
Malaysia,MYS,1988,299.1739358
Malaysia,MYS,1989,325.3301035
Malaysia,MYS,1990,343.6656205
Malaysia,MYS,1991,357.8599035
Malaysia,MYS,1992,363.6020655
Malaysia,MYS,1993,355.605314
Malaysia,MYS,1994,361.8529717
Malaysia,MYS,1995,387.5473898
Malaysia,MYS,1996,393.0217438
Malaysia,MYS,1997,389.5772612
Malaysia,MYS,1998,395.6891002
Malaysia,MYS,1999,376.9658827
Malaysia,MYS,2000,389.6120503
Malaysia,MYS,2001,378.3272749
Malaysia,MYS,2002,397.4595963
Malaysia,MYS,2003,411.5785643
Malaysia,MYS,2004,421.9019229
Malaysia,MYS,2005,402.6840017
Malaysia,MYS,2006,380.1008959
Malaysia,MYS,2007,393.6107436
Malaysia,MYS,2008,395.6979945
Malaysia,MYS,2009,374.5371994
Malaysia,MYS,2010,379.0130508
Malaysia,MYS,2011,341.5778071
Malaysia,MYS,2012,346.3810723
Malaysia,MYS,2013,331.8251565
Malaysia,MYS,2014,345.1419115
Malaysia,MYS,2015,375.1909978
Malaysia,MYS,2016,379.736332
Mexico,MEX,1965,209.9667879
Mexico,MEX,1966,215.0333722
Mexico,MEX,1967,237.9935397
Mexico,MEX,1968,254.704741
Mexico,MEX,1969,267.0830541
Mexico,MEX,1970,281.20185
Mexico,MEX,1971,280.3681219
Mexico,MEX,1972,291.8852907
Mexico,MEX,1973,300.7446953
Mexico,MEX,1974,377.0003208
Mexico,MEX,1975,466.999083
Mexico,MEX,1976,520.7187224
Mexico,MEX,1977,632.2731177
Mexico,MEX,1978,775.6315531
Mexico,MEX,1979,938.0747649
Mexico,MEX,1980,1246.595307
Mexico,MEX,1981,1488.585798
Mexico,MEX,1982,1756.282108
Mexico,MEX,1983,1711.058509
Mexico,MEX,1984,1724.859841
Mexico,MEX,1985,1696.280436
Mexico,MEX,1986,1591.934914
Mexico,MEX,1987,1663.499614
Mexico,MEX,1988,1659.495265
Mexico,MEX,1989,1663.848517
Mexico,MEX,1990,1688.311968
Mexico,MEX,1991,1777.265154
Mexico,MEX,1992,1779.758538
Mexico,MEX,1993,1782.609045
Mexico,MEX,1994,1793.031693
Mexico,MEX,1995,1746.98085
Mexico,MEX,1996,1888.243105
Mexico,MEX,1997,1972.674519
Mexico,MEX,1998,2017.50475
Mexico,MEX,1999,1924.674185
Mexico,MEX,2000,1980.843136
Mexico,MEX,2001,2045.33562
Mexico,MEX,2002,2068.056614
Mexico,MEX,2003,2188.767525
Mexico,MEX,2004,2210.196422
Mexico,MEX,2005,2168.894718
Mexico,MEX,2006,2123.000312
Mexico,MEX,2007,2003.049796
Mexico,MEX,2008,1824.703523
Mexico,MEX,2009,1705.704214
Mexico,MEX,2010,1693.334038
Mexico,MEX,2011,1680.750518
Mexico,MEX,2012,1673.060141
Mexico,MEX,2013,1649.66486
Mexico,MEX,2014,1594.445989
Mexico,MEX,2015,1483.000336
Mexico,MEX,2016,1411.306998
Middle East,,1965,4869.0878
Middle East,,1966,5431.864684
Middle East,,1967,5812.420077
Middle East,,1968,6541.369778
Middle East,,1969,7179.164914
Middle East,,1970,8052.949528
Middle East,,1971,9467.932842
Middle East,,1972,10563.21118
Middle East,,1973,12269.10486
Middle East,,1974,12664.59912
Middle East,,1975,11400.48539
Middle East,,1976,12946.96076
Middle East,,1977,13003.45471
Middle East,,1978,12380.44054
Middle East,,1979,12666.19987
Middle East,,1980,10868.53067
Middle East,,1981,9274.378279
Middle East,,1982,7679.243893
Middle East,,1983,6726.344006
Middle East,,1984,6409.519597
Middle East,,1985,6006.800547
Middle East,,1986,7434.597174
Middle East,,1987,7457.014879
Middle East,,1988,8628.910795
Middle East,,1989,9269.63306
Middle East,,1990,9906.734773
Middle East,,1991,9786.482322
Middle East,,1992,10630.95571
Middle East,,1993,11067.83858
Middle East,,1994,11341.79015
Middle East,,1995,11388.39156
Middle East,,1996,11669.36905
Middle East,,1997,12227.57209
Middle East,,1998,12930.07811
Middle East,,1999,12568.11245
Middle East,,2000,13373.12437
Middle East,,2001,13032.28742
Middle East,,2002,12298.76806
Middle East,,2003,13202.77776
Middle East,,2004,13940.81125
Middle East,,2005,14262.76189
Middle East,,2006,14374.49885
Middle East,,2007,14120.18076
Middle East,,2008,14745.02354
Middle East,,2009,13683.62614
Middle East,,2010,14179.41634
Middle East,,2011,15416.62246
Middle East,,2012,15630.57359
Middle East,,2013,15422.39977
Middle East,,2014,15568.75136
Middle East,,2015,16416.98332
Middle East,,2016,17409.20304
Nigeria,NGA,1965,156.9657625
Nigeria,NGA,1966,239.4587179
Nigeria,NGA,1967,182.7448111
Nigeria,NGA,1968,80.99565182
Nigeria,NGA,1969,309.348583
Nigeria,NGA,1970,620.988637
Nigeria,NGA,1971,877.0605196
Nigeria,NGA,1972,1044.326915
Nigeria,NGA,1973,1177.816086
Nigeria,NGA,1974,1292.389636
Nigeria,NGA,1975,1022.568927
Nigeria,NGA,1976,1189.659538
Nigeria,NGA,1977,1201.876532
Nigeria,NGA,1978,1086.730115
Nigeria,NGA,1979,1321.033023
Nigeria,NGA,1980,1182.766291
Nigeria,NGA,1981,824.9295547
Nigeria,NGA,1982,738.9993927
Nigeria,NGA,1983,708.0645344
Nigeria,NGA,1984,797.3188988
Nigeria,NGA,1985,858.7287517
Nigeria,NGA,1986,840.3969838
Nigeria,NGA,1987,772.0538617
Nigeria,NGA,1988,854.2839258
Nigeria,NGA,1989,1010.767852
Nigeria,NGA,1990,1065.190287
Nigeria,NGA,1991,1115.736318
Nigeria,NGA,1992,1152.751945
Nigeria,NGA,1993,1148.047969
Nigeria,NGA,1994,1129.143333
Nigeria,NGA,1995,1133.861854
Nigeria,NGA,1996,1221.207632
Nigeria,NGA,1997,1316.53983
Nigeria,NGA,1998,1232.903049
Nigeria,NGA,1999,1172.108414
Nigeria,NGA,2000,1228.100941
Nigeria,NGA,2001,1291.480275
Nigeria,NGA,2002,1191.874942
Nigeria,NGA,2003,1284.100702
Nigeria,NGA,2004,1406.41799
Nigeria,NGA,2005,1433.681328
Nigeria,NGA,2006,1377.72264
Nigeria,NGA,2007,1307.244048
Nigeria,NGA,2008,1193.488377
Nigeria,NGA,2009,1225.117826
Nigeria,NGA,2010,1385.506431
Nigeria,NGA,2011,1347.777375
Nigeria,NGA,2012,1330.535496
Nigeria,NGA,2013,1269.631415
Nigeria,NGA,2014,1312.361506
Nigeria,NGA,2015,1303.060094
Nigeria,NGA,2016,1148.799169
Non-OECD,,1965,12238.13676
Non-OECD,,1966,13434.92117
Non-OECD,,1967,14448.52097
Non-OECD,,1968,16080.63148
Non-OECD,,1969,17655.84634
Non-OECD,,1970,19720.50075
Non-OECD,,1971,21290.46158
Non-OECD,,1972,22782.79735
Non-OECD,,1973,25405.72971
Non-OECD,,1974,25763.00888
Non-OECD,,1975,24319.40149
Non-OECD,,1976,27031.91518
Non-OECD,,1977,27756.82148
